questionID,topicID,assignedDifficulty,modifiedDifficulty,categoryID,assignedCompletionTime,modifiedCompletionTime,question,code
"X'766F249974124A3DABA6C523BBB50300'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'",1,10.00,"X'1A1BBFFC6FEF44E1BBB98DC0726C2018'",90,90.00,"Create a Java method named 'validatePassword' that takes a password as input and throws an 'InvalidPasswordException' if the password is weak (less than 8 characters).",
"X'76D11A2D357340A3B2DA1034EA64293D'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'",1,10.00,"X'C3122318A52B4221B00942A1AECBC657'",60,60.00,Evaluate the given Java code and determine the output:,"
public class ErrorHandling {
    public static void main(String[] args) {
        try {
            int result = divide(10, 0); // Division by zero
            System.out.println(""Result: "" + result);
        } catch (ArithmeticException e) {
            System.out.println(""Error: Division by zero"");
        }
    }

    public static int divide(int dividend, int divisor) {
        return dividend / divisor;
    }
}
"
"X'76FD6694CFC047609643E2593165CC7C'","X'E990EEBA5D434251A2CED1C43C294048'",1,10.00,"X'8EE7AE7D88B1405DA29123F10E8CDCAB'",60,60.00,What is the output of the following Java code?,"public class Main {
    public static void main(String[] args) {
        System.out.println(fibonacci(6));
    }

    public static int fibonacci(int n) {
        if (n <= 1)
            return n;
        else
            return fibonacci(n - 1) + fibonacci(n - 2);
    }
}"
"X'77A96A566A694ED5A18600CFBD125532'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'",1,10.00,"X'9CD2D9F7B6B746B6948B66EBB6B71486'",60,60.00,"What is the purpose of the 'finally' block in Java exception handling?",
"X'77B59222543E4789A8EF2E3B8DC98721'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'",1,10.00,"X'8EE7AE7D88B1405DA29123F10E8CDCAB'",60,60.00,Analyze the given Java code snippet and identify the potential error:,"public class ErrorAnalysis {
    public static void main(String[] args) {
        try {
            int[] arr = new int[5];
            System.out.println(arr[6]); // ArrayIndexOutOfBoundsException
        } catch (ArrayIndexOutOfBoundsException e) {
            System.out.println(""Array index out of bounds"");
        } catch (Exception e) {
            System.out.println(""Exception occurred: "" + e.getMessage());
        }
    }
}"
"X'789CEAA2571C4761A576307C235C208C'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'",0,10.00,"X'9CD2D9F7B6B746B6948B66EBB6B71486'",30,30.00,What is the primary characteristic of a stack data structure in Java?,
"X'78B10B968B9F4904B98E90A0FA3F999D'","X'AC2FB39A11DC4A7CB7831C5921A20E46'",1,10.00,"X'C3122318A52B4221B00942A1AECBC657'",50,50.00,Evaluate the advantages and disadvantages of using BufferedReader and Scanner classes in Java for reading user input from the console.,
"X'78CE02D2F2F545A3B6340A7D3A49D00F'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'",1,10.00,"X'1A1BBFFC6FEF44E1BBB98DC0726C2018'",60,60.00,Which Java interface extends the Collection interface and maintains the insertion order?,
"X'78DADDC88B6C4E42875BA1E29052DA81'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'",1,10.00,"X'9CD2D9F7B6B746B6948B66EBB6B71486'",60,60.00,What is the primary purpose of using try-catch blocks in Java?,
"X'796BBA3255194569B9A854DAA56C40BA'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'",0,10.00,"X'8C2B51FD6B3A4D7A8FC2B0A071055062'",40,40.00,Which of the following methods is used to add an element to the front of a queue in Java?,
"X'798D01130A3F4A389536918926F66DFC'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'",1,10.00,"X'9CD2D9F7B6B746B6948B66EBB6B71486'",50,50.00,How does a stack differ from a queue in terms of behavior and usage?,
"X'7A67706395E34E5794A4E48C3058AF7E'","X'E990EEBA5D434251A2CED1C43C294048'",0,10.00,"X'8C2B51FD6B3A4D7A8FC2B0A071055062'",35,35.00,Which of the following is essential for a recursive function to terminate?,
"X'7B6695FF0A7F41838B862F9169DEAA14'","X'AC2FB39A11DC4A7CB7831C5921A20E46'",1,10.00,"X'C3122318A52B4221B00942A1AECBC657'",50,50.00,Evaluate the advantages and disadvantages of using FileWriter over BufferedWriter in Java for writing text files.,
"X'7BA78DC0FB9B4C299395BE6A3C82B0D0'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'",1,10.00,"X'1A1BBFFC6FEF44E1BBB98DC0726C2018'",90,90.00,"Create a Java program that handles NullPointerException by printing 'Null Pointer Exception Occurred' and terminating gracefully.",
"X'7BF96BFCE94E464C9E9EF9256FAF9593'","X'AC2FB39A11DC4A7CB7831C5921A20E46'",1,10.00,"X'C3122318A52B4221B00942A1AECBC657'",50,50.00,Evaluate the usage of FileInputStream and FileOutputStream for handling large files in Java.,
"X'7D141A7B05154A63AD76D80D7ADD177C'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'",0,10.00,"X'9CD2D9F7B6B746B6948B66EBB6B71486'",30,30.00,"What is the difference between 'catch' and 'finally' blocks in Java exception handling?",
"X'7D1C4A27828E422E89237986812F386B'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'",0,10.00,"X'417786202CD94EB89655C67365551278'",60,60.00,"Write a Java code snippet to check if a LinkedList named 'list' contains a specified element.",boolean containsElement = list.contains(element);
"X'7E3BEB74DA1042DCA4EC84249D901E78'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'",0,10.00,"X'417786202CD94EB89655C67365551278'",60,60.00,"Write a Java code snippet to remove all occurrences of a specified element from an ArrayList named 'list'.",list.removeAll(Collections.singleton(element));
"X'7E55FD752F144821B3EEDED4A4923F60'","X'E990EEBA5D434251A2CED1C43C294048'",1,10.00,"X'8EE7AE7D88B1405DA29123F10E8CDCAB'",60,60.00,Which of the following recursive functions correctly calculates the Fibonacci sequence?,
"X'7ECF6B2D2AC54CAC9C327056732BE603'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'",0,10.00,"X'417786202CD94EB89655C67365551278'",60,60.00,"Write a Java code snippet to remove the last element from an ArrayList named 'list'.",list.remove(list.size() - 1);
"X'7F28131BEE3145C1859A7B601C1B518C'","X'AC2FB39A11DC4A7CB7831C5921A20E46'",1,10.00,"X'C3122318A52B4221B00942A1AECBC657'",40,40.00,Evaluate the differences between InputStreamReader and BufferedReader classes in Java for reading character-based input streams.,
"X'7F5044B5B0DB4959BF8D9406B4432759'","X'AC2FB39A11DC4A7CB7831C5921A20E46'",1,10.00,"X'8C2B51FD6B3A4D7A8FC2B0A071055062'",40,40.00,Which of the following classes is used for writing text to a file in Java?,
"X'7F74B24CBF644A6D8783F4AE13AA265E'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'",0,10.00,"X'8C2B51FD6B3A4D7A8FC2B0A071055062'",60,60.00,"In Java, which keyword is used to explicitly throw an exception?",
"X'7FAA2D5675E84DB5B9120261E0D3E547'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'",1,10.00,"X'C3122318A52B4221B00942A1AECBC657'",60,60.00,Evaluate the given Java code and determine the output:,"public class ErrorHandling {
    public static void main(String[] args) {
        try {
            int result = divide(10, 2); // Valid division
            System.out.println(""Result: "" + result);
        } catch (ArithmeticException e) {
            System.out.println(""Error: Division by zero"");
        }
    }

    public static int divide(int dividend, int divisor) {
        return dividend / divisor;
    }
}
"
"X'80D4CCCA5FA849F7BA6DD760286E6381'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'",1,10.00,"X'1A1BBFFC6FEF44E1BBB98DC0726C2018'",60,60.00,"Which method in Java's PriorityQueue class is used to retrieve and remove the highest priority element?",
"X'810EA2FE36AC4595B5A27A41DD0D71E7'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'",0,10.00,"X'9CD2D9F7B6B746B6948B66EBB6B71486'",35,35.00,What is the superclass of all exception types in Java?,
"X'81879317A09944B5AD843A7DB8280343'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'",1,10.00,"X'C3122318A52B4221B00942A1AECBC657'",35,35.00,Which Java collection class provides a resizable array implementation?,
"X'81A9F671999F4AEF9DCB404F088F7130'","X'E990EEBA5D434251A2CED1C43C294048'",0,10.00,"X'8C2B51FD6B3A4D7A8FC2B0A071055062'",40,40.00,Which of the following is an example of a recursive function?,
"X'81CD6F08965D4A22840811027A065F2D'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'",0,10.00,"X'8C2B51FD6B3A4D7A8FC2B0A071055062'",60,60.00,Which of the following is NOT a standard Java exception?,
"X'8240898ABD604F42B998FFB2CEF116EF'","X'E990EEBA5D434251A2CED1C43C294048'",1,10.00,"X'8EE7AE7D88B1405DA29123F10E8CDCAB'",60,60.00,What is the output of the following Java code?,"public class Main {
    public static void main(String[] args) {
        System.out.println(isPalindrome(""racecar""));
    }

    public static boolean isPalindrome(String str) {
        if (str.length() <= 1)
            return true;
        else if (str.charAt(0) != str.charAt(str.length() - 1))
            return false;
        else
            return isPalindrome(str.substring(1, str.length() - 1));
    }
}"
"X'825531ACB955492385B0D5EFB47C2691'","X'E990EEBA5D434251A2CED1C43C294048'",0,10.00,"X'8EE7AE7D88B1405DA29123F10E8CDCAB'",60,60.00,"Consider the following recursive function in Java. What will be the value of x after calling mystery(5)?

```java
int mystery(int n) {
    if (n == 0)
        return 0;
    else
        return n + mystery(n - 1);
}
```","int mystery(int n) {
    if (n == 0)
        return 0;
    else
        return n + mystery(n - 1);
}"
"X'8282AB593B79497B82EAC7F2CF0BC9A7'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'",1,10.00,"X'9CD2D9F7B6B746B6948B66EBB6B71486'",90,90.00,"What is the purpose of the 'printStackTrace()' method in Java exceptions?",
"X'8284BE8E5E73450DA9376190DC2E8E5C'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'",0,10.00,"X'8EE7AE7D88B1405DA29123F10E8CDCAB'",60,60.00,"Consider the following Java code snippet. What will be the output of the code?

```java
Stack<String> stack = new Stack<>();
stack.push(""red"");
stack.push(""green"");
stack.pop();
stack.push(""blue"");
System.out.println(stack);
```
","Stack<String> stack = new Stack<>();
stack.push(""red"");
stack.push(""green"");
stack.pop();
stack.push(""blue"");
System.out.println(stack);"
"X'831C822B7859402F80B0293BDB3CD4ED'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'",0,10.00,"X'9CD2D9F7B6B746B6948B66EBB6B71486'",30,30.00,What is the primary difference between a stack and a queue in Java?,
"X'833EC9C7F90B4A5DBAC71EF72C91961B'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'",1,10.00,"X'8EE7AE7D88B1405DA29123F10E8CDCAB'",90,90.00,"Consider the following Java code snippet. What will be the output of the code?

```java
Queue<Integer> queue = new LinkedList<>();
queue.add(1);
queue.add(2);
queue.add(3);
queue.remove();
System.out.println(queue);
```
","Queue<Integer> queue = new LinkedList<>();
queue.add(1);
queue.add(2);
queue.add(3);
queue.remove();
System.out.println(queue);"
"X'837E21849CC04979AD37EC0F5681C8F0'","X'E990EEBA5D434251A2CED1C43C294048'",0,10.00,"X'9CD2D9F7B6B746B6948B66EBB6B71486'",30,30.00,"What is the significance of the 'return' statement in recursive functions?",
"X'84695FB1EECB4FFAAB9FA437FCCACF04'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'",1,10.00,"X'8C2B51FD6B3A4D7A8FC2B0A071055062'",40,40.00,Which of the following is not a type of error in Java?,
"X'86A635B89BD1480EA612259D359710CB'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'",1,10.00,"X'9CD2D9F7B6B746B6948B66EBB6B71486'",90,90.00,"What is the purpose of the 'printStackTrace()' method in Java exceptions?",
"X'870F370A3ECA4C9A8C89F265A9DBF841'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'",0,10.00,"X'8C2B51FD6B3A4D7A8FC2B0A071055062'",60,60.00,Which of the following is a checked exception in Java?,
"X'8747C41946404CCAB00C3C9FDFC75F13'","X'E990EEBA5D434251A2CED1C43C294048'",1,10.00,"X'8EE7AE7D88B1405DA29123F10E8CDCAB'",90,90.00,Analyze the provided Java code snippet. What is the space complexity of the function?,"public int fibonacci(int n) {
    if (n <= 1)
        return n;
    else
        return fibonacci(n - 1) + fibonacci(n - 2);
}"
"X'87958784ABBF4B3B8ADE06593A953063'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'",0,10.00,"X'9CD2D9F7B6B746B6948B66EBB6B71486'",30,30.00,Which data structure in Java is best suited for implementing an undo feature in a text editor?,
"X'879D5A4626FE4369976D3551815D85C6'","X'E990EEBA5D434251A2CED1C43C294048'",0,10.00,"X'417786202CD94EB89655C67365551278'",60,60.00,Write a recursive Java function to calculate the power of a number.,"public class Power {
    public int calculatePower(int base, int exponent) {
        if (exponent == 0)
            return 1;
        else
            return base * calculatePower(base, exponent - 1);
    }
}"
"X'88ABFAF6468F4A808381AC5CBFFDBCA8'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'",0,10.00,"X'9CD2D9F7B6B746B6948B66EBB6B71486'",60,60.00,Which of the following statements is true regarding custom exceptions in Java?,
"X'88C0D9DB1EC04AA3877BDE5EAAF164C4'","X'AC2FB39A11DC4A7CB7831C5921A20E46'",0,10.00,"X'8C2B51FD6B3A4D7A8FC2B0A071055062'",25,25.00,Which method in Java is used to check if a file exists?,
"X'89160B7BA1EE4316BCE8EE79CFF9C8EA'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'",0,10.00,"X'417786202CD94EB89655C67365551278'",60,60.00,"Write a Java code snippet to remove all elements from an ArrayList named 'list'.",list.clear();
"X'8B547124E54149E38222F275E816CC1E'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'",0,10.00,"X'8C2B51FD6B3A4D7A8FC2B0A071055062'",35,35.00,Which Java interface represents an ordered collection and allows duplicate elements?,
"X'8BA0116CDAC24D349918A99F5642BD84'","X'E990EEBA5D434251A2CED1C43C294048'",1,10.00,"X'417786202CD94EB89655C67365551278'",45,45.00,What will be the output of the following Java code?,"public class Main {
    public static void main(String[] args) {
        System.out.println(factorial(5));
    }

    public static int factorial(int n) {
        if (n <= 1)
            return 1;
        else
            return n * factorial(n - 1);
    }
}"
"X'8C34306151E44BEAB203B2B3CCA8459D'","X'AC2FB39A11DC4A7CB7831C5921A20E46'",1,10.00,"X'9CD2D9F7B6B746B6948B66EBB6B71486'",40,40.00,What is the role of ByteArrayOutputStream in Java I/O?,
"X'8CD10FAFD0014CD1AD71DD73388E13EE'","X'E990EEBA5D434251A2CED1C43C294048'",0,10.00,"X'8C2B51FD6B3A4D7A8FC2B0A071055062'",40,40.00,What is recursion useful for in programming?,
"X'8D93D36F8F614AADA812D50ECA0F8A9A'","X'AC2FB39A11DC4A7CB7831C5921A20E46'",1,10.00,"X'C3122318A52B4221B00942A1AECBC657'",45,45.00,Evaluate the differences between FileInputStream and FileReader classes in Java for reading files.,
"X'8E32A49BFB7A483E9840A501B7363CFB'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'",0,10.00,"X'8C2B51FD6B3A4D7A8FC2B0A071055062'",20,20.00,Which of the following is true regarding checked and unchecked exceptions in Java?,
"X'8E7D5707CE894AA99B4FA9553C16BFA4'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'",1,10.00,"X'1A1BBFFC6FEF44E1BBB98DC0726C2018'",60,60.00,"Which method in Java's LinkedList class is used to add an element at the beginning of the list?",
"X'8F08CBA1E4944AA085F430F346D278F8'","X'E990EEBA5D434251A2CED1C43C294048'",0,10.00,"X'8EE7AE7D88B1405DA29123F10E8CDCAB'",60,60.00,"Analyzing the given Java code snippet, what is the time complexity of the recursive function?","public int fibonacci(int n) {
    if (n <= 1)
        return n;
    else
        return fibonacci(n - 1) + fibonacci(n - 2);
}"
"X'8FBC7E6C19B64AB284A16300A457BC42'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'",1,10.00,"X'1A1BBFFC6FEF44E1BBB98DC0726C2018'",60,60.00,Which Java collection class provides a LIFO structure?,
"X'8FE1C91E67D4480496EFC061523B37A8'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'",1,10.00,"X'C3122318A52B4221B00942A1AECBC657'",60,60.00,Evaluate the given Java code and determine the output:,"
public class ErrorHandling {
    public static void main(String[] args) {
        try {
            int result = divide(10, 0); // Division by zero
            System.out.println(""Result: "" + result);
        } catch (ArithmeticException e) {
            System.out.println(""Error: Division by zero"");
        }
    }

    public static int divide(int dividend, int divisor) {
        return dividend / divisor;
    }
}
"
"X'9183217E893D484FB15513F7F5CD65AF'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'",1,10.00,"X'9CD2D9F7B6B746B6948B66EBB6B71486'",90,90.00,"What is the main purpose of the 'throws' keyword in Java method declarations?",
"X'9188AE8C51F24375B296F0081557485F'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'",0,10.00,"X'417786202CD94EB89655C67365551278'",60,60.00,"Write a Java code snippet to push an element onto a stack named 'stack'.",stack.push(element);
"X'91A6CDD84936484EA5189B27132784BB'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'",1,10.00,"X'8EE7AE7D88B1405DA29123F10E8CDCAB'",90,90.00,"Consider the following Java code snippet. What will be the output of the code?

```java
List<String> list = new ArrayList<>();
list.add(""A"");
list.add(""B"");
list.add(""C"");
list.set(1, ""D"");
list.add(""E"");
System.out.println(list);
```
","List<String> list = new ArrayList<>();
list.add(""A"");
list.add(""B"");
list.add(""C"");
list.set(1, ""D"");
list.add(""E"");
System.out.println(list);"
"X'91D6CB3D7150444E9BBC776515CDDABB'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'",0,10.00,"X'8C2B51FD6B3A4D7A8FC2B0A071055062'",60,60.00,Which keyword in Java is used to define custom exceptions?,
"X'920CDF465A334AB9B38C7C6D16E81115'","X'AC2FB39A11DC4A7CB7831C5921A20E46'",1,10.00,"X'8C2B51FD6B3A4D7A8FC2B0A071055062'",35,35.00,Which method in Java is used to skip bytes from an InputStream?,
"X'93ACD3A8F89244BD906D43D6C3B164A3'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'",1,10.00,"X'1A1BBFFC6FEF44E1BBB98DC0726C2018'",90,90.00,"Create a Java program that defines a custom exception 'InvalidInputException' and throws it when the user enters a non-numeric input.",
"X'9422D51DA09F42D88D49FA03C393BB25'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'",0,10.00,"X'8C2B51FD6B3A4D7A8FC2B0A071055062'",60,60.00,Which of the following keywords is used to catch exceptions in Java?,
"X'948FA9BB1D054678A855AD0D81674CCD'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'",1,10.00,"X'9CD2D9F7B6B746B6948B66EBB6B71486'",50,50.00,Explain the concept of a queue in Java and provide an example scenario where it can be used.,
"X'9495F4216B96421AB6F46D5DA7B2C2AD'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'",1,10.00,"X'8EE7AE7D88B1405DA29123F10E8CDCAB'",90,90.00,"Consider the following Java code snippet. What will be the output of the code?

```java
List<Integer> list = new ArrayList<>();
list.add(1);
list.add(2);
list.add(3);
list.add(4);
list.remove(3);
System.out.println(list);
```
","List<Integer> list = new ArrayList<>();
list.add(1);
list.add(2);
list.add(3);
list.add(4);
list.remove(3);
System.out.println(list);"
"X'952599460C8449D492F6F92FBE5A771C'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'",1,10.00,"X'C3122318A52B4221B00942A1AECBC657'",60,60.00,Evaluate the given Java code and determine the output:,"
public class ErrorHandling {
    public static void main(String[] args) {
        try {
            int result = divide(10, 0); // Division by zero
            System.out.println(""Result: "" + result);
        } catch (Exception e) {
            System.out.println(""Error: Division by zero"");
        }
    }

    public static int divide(int dividend, int divisor) {
        return dividend / divisor;
    }
}
"
"X'956038F47A9B470D9C92A07E43E06684'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'",0,10.00,"X'9CD2D9F7B6B746B6948B66EBB6B71486'",30,30.00,Which Java data structure is best suited for implementing a stack of books?,
"X'95E0F34CB02447E18BBBAFF76E524626'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'",0,10.00,"X'417786202CD94EB89655C67365551278'",60,60.00,"Write a Java code snippet to remove the first occurrence of a specified element from an ArrayList named 'list'.",list.remove(element);
"X'96975C13756942929332A5EA569A2568'","X'E990EEBA5D434251A2CED1C43C294048'",1,10.00,"X'417786202CD94EB89655C67365551278'",90,90.00,"What is the output of the following recursive function in Java?
int factorial(int n) {
  if (n == 0) {
    return 1;
  }
  return n * factorial(n - 1);
}
factorial(3);",
"X'98CC2B038E664125B0FF0BAAED648D24'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'",0,10.00,"X'9CD2D9F7B6B746B6948B66EBB6B71486'",30,30.00,Which data structure is commonly used for implementing back and forward navigation in a web browser?,
"X'996CADB6193C4C21B59F8670FAC998A7'","X'E990EEBA5D434251A2CED1C43C294048'",0,10.00,"X'1A1BBFFC6FEF44E1BBB98DC0726C2018'",90,90.00,Write a recursive function in Java to calculate the sum of all elements in an integer array.,"public int arraySum(int[] arr, int index) {
    if (index < 0)
        return 0;
    else
        return arr[index] + arraySum(arr, index - 1);
}"
"X'99DA09CABFFE43D09D9FC92B9A46DB12'","X'E990EEBA5D434251A2CED1C43C294048'",0,10.00,"X'417786202CD94EB89655C67365551278'",60,60.00,Which of the following recursive functions correctly calculates the factorial of a number in Java?,
"X'9A6217060E3E4B08ABD5D194CF1B9814'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'",0,10.00,"X'417786202CD94EB89655C67365551278'",60,60.00,"Write a Java code snippet to remove the first element from a LinkedList named 'list'.",list.removeFirst();
"X'9A86D1EC24E842B7ABA102896709BD2A'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'",1,10.00,"X'9CD2D9F7B6B746B6948B66EBB6B71486'",60,60.00,Which of the following statements about checked and unchecked exceptions in Java is true?,
"X'9ACC0A0304D7491C80C0978E2AAB4AEE'","X'AC2FB39A11DC4A7CB7831C5921A20E46'",1,10.00,"X'8EE7AE7D88B1405DA29123F10E8CDCAB'",50,50.00,Evaluate the differences between FileReader and FileWriter classes in Java for handling character-based file operations.,
"X'9C0C211665B44037BAC89AF477845723'","X'E990EEBA5D434251A2CED1C43C294048'",0,10.00,"X'8C2B51FD6B3A4D7A8FC2B0A071055062'",40,40.00,Which data structure is commonly used to implement recursion?,
"X'9C1F989FF6504B1483F34CF09715A510'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'",1,10.00,"X'9CD2D9F7B6B746B6948B66EBB6B71486'",60,60.00,"What is the purpose of the 'throws' keyword in Java method declaration?",
"X'9C32A92DB73C4D7DB8FBBD985F8483E3'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'",0,10.00,"X'8C2B51FD6B3A4D7A8FC2B0A071055062'",25,25.00,"What is the purpose of the 'throws' keyword in Java?",
"X'9C3E2F1CDDF047A3A8609C86D07FA9A1'","X'E990EEBA5D434251A2CED1C43C294048'",0,10.00,"X'8EE7AE7D88B1405DA29123F10E8CDCAB'",60,60.00,"What will be the output of the following Java code?

```java
public class Main {
    public static void main(String[] args) {
        System.out.println(mystery(""hello"", 0));
    }
    
    public static String mystery(String s, int index) {
        if (index == s.length())
            return """";
        else
            return mystery(s, index + 1) + s.charAt(index);
    }
}
```","public class Main {
    public static void main(String[] args) {
        System.out.println(mystery(""hello"", 0));
    }
    
    public static String mystery(String s, int index) {
        if (index == s.length())
            return """";
        else
            return mystery(s, index + 1) + s.charAt(index);
    }
}"
"X'9C497250CC644B1898E1C7C35110EDB2'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'",1,10.00,"X'C3122318A52B4221B00942A1AECBC657'",40,40.00,"Which method in Java's Stack class is used to retrieve but not remove the top element of the stack?",
"X'9CE2202F67274A2BB285864A844BA0AE'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'",1,10.00,"X'8C2B51FD6B3A4D7A8FC2B0A071055062'",45,45.00,Which method is used to remove and return the element at the front of a queue in Java?,
"X'9D97583E32FE44D48BCCCD837EA4AFD7'","X'E990EEBA5D434251A2CED1C43C294048'",0,10.00,"X'8EE7AE7D88B1405DA29123F10E8CDCAB'",45,45.00,What happens if a recursive function does not have a base case?,
"X'9DACA0DFD5D6422BBC4E027D0F0AE0AA'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'",1,10.00,"X'9CD2D9F7B6B746B6948B66EBB6B71486'",60,60.00,"What does the 'getMessage()' method in Java exceptions return?",
"X'9DF83FBB219F4D489879F7809669DC0C'","X'AC2FB39A11DC4A7CB7831C5921A20E46'",0,10.00,"X'9CD2D9F7B6B746B6948B66EBB6B71486'",35,35.00,What does the flush() method do in Java I/O?,
"X'9E8634237A4F4D11AFAE83A4585C88A5'","X'E990EEBA5D434251A2CED1C43C294048'",0,10.00,"X'417786202CD94EB89655C67365551278'",45,45.00,What is the output of the following Java code?,"public class Main {
    public static void main(String[] args) {
        System.out.println(countDigits(12345));
    }

    public static int countDigits(int n) {
        if (n == 0)
            return 0;
        else
            return 1 + countDigits(n / 10);
    }
}"
"X'A07700B204E94B2DB54EDF5E2C9B19CE'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'",0,10.00,"X'8C2B51FD6B3A4D7A8FC2B0A071055062'",40,40.00,"What is the time complexity of the 'push' operation in a stack implemented using a LinkedList in Java?",
"X'A2337A1C4F344BA5BB3EBA1F6FD61269'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'",1,10.00,"X'9CD2D9F7B6B746B6948B66EBB6B71486'",90,90.00,"What happens if an exception is thrown in the 'catch' block of a Java try-catch statement?",
"X'A2FC1B522C624FDAA289E8A23864EA3E'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'",1,10.00,"X'1A1BBFFC6FEF44E1BBB98DC0726C2018'",45,45.00,"Which method in Java's Stack class is used to push an element onto the stack?",
"X'A31CAE2A80D54C019080B792408B9539'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'",1,10.00,"X'C3122318A52B4221B00942A1AECBC657'",35,35.00,"Which method in Java's Stack class is used to retrieve but not remove the top element of the stack?",
"X'A31D2F06C25E4F77BCCBE2145E8DFFA1'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'",1,10.00,"X'8C2B51FD6B3A4D7A8FC2B0A071055062'",30,30.00,"What does the 'finally' block contain in a try-catch-finally statement?",
"X'A3251FDD56A04B8CAAC57F2CFE3BD05D'","X'AC2FB39A11DC4A7CB7831C5921A20E46'",1,10.00,"X'8EE7AE7D88B1405DA29123F10E8CDCAB'",40,40.00,Analyze the differences between BufferedInputStream and BufferedOutputStream classes in Java.,
"X'A3938929347A41029A34620FD55E6B69'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'",0,10.00,"X'417786202CD94EB89655C67365551278'",60,60.00,"Write a Java code snippet to retrieve the first element from a LinkedList named 'list' without removing it.",Object firstElement = list.getFirst();
"X'A521401D83E64AEDB33B86E27DCC5F9F'","X'E990EEBA5D434251A2CED1C43C294048'",0,10.00,"X'8C2B51FD6B3A4D7A8FC2B0A071055062'",45,45.00,Which data structure is commonly used to implement recursion?,
"X'A52DC033A5DD47A3AA8F70EF6A770729'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'",1,10.00,"X'C3122318A52B4221B00942A1AECBC657'",35,35.00,"Which method in Java's ArrayList class is used to remove an element at a specific index?",
"X'A54031C38C4846BFB797EB290D695B56'","X'E990EEBA5D434251A2CED1C43C294048'",1,10.00,"X'9CD2D9F7B6B746B6948B66EBB6B71486'",45,45.00,What is the primary reason for using recursion over iteration?,
"X'A6031C78679D420786389F6D23BF0B1A'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'",0,10.00,"X'417786202CD94EB89655C67365551278'",60,60.00,"Write a Java code snippet to retrieve and remove the last element from a LinkedList named 'list'.",Object lastElement = list.pollLast();
